country,iso_code,year,population,gdp,co2,co2_per_capita,co2_growth_prct,methane,nitrous_oxide,total_ghg,ghg_per_capita,cumulative_co2,share_global_co2
United States,USA,2009,308023452.0,14864003344421.0,5486.104,17.811,-7.317,772.483,250.126,6577.918,21.355,356327.656,17.409
United States,USA,2010,311062785.0,15239586726210.0,5669.25,18.225,3.338,756.187,256.39,6823.523,21.936,361996.875,17.016
United States,USA,2011,314105075.0,15477885525000.0,5538.973,17.634,-2.298,764.383,255.979,6523.64,20.769,367535.844,16.064
United States,USA,2012,317115349.0,15830886903539.0,5331.467,16.812,-3.746,749.641,249.914,6388.708,20.146,372867.344,15.252
United States,USA,2013,320110752.0,16122472460312.0,5473.436,17.099,2.663,748.067,254.243,6488.665,20.27,378340.781,15.516
United States,USA,2014,323115377.0,16491319003554.0,5531.385,17.119,1.059,763.215,252.467,6610.767,20.459,383872.125,15.596
United States,USA,2015,326126496.0,16937633974582.0,5368.497,16.461,-2.945,754.889,249.664,6408.286,19.65,389240.656,15.164
United States,USA,2016,329179423.0,17220065720000.0,5245.362,15.935,-2.294,733.371,251.182,6308.617,19.165,394486.031,14.82
United States,USA,2017,332204657.0,17606124654726.0,5195.417,15.639,-0.952,749.256,247.069,6319.225,19.022,399681.406,14.442
United States,USA,2018,335056492.0,18124692769570.0,5361.236,16.001,3.192,777.6,249.199,6466.737,19.3,405042.656,14.595
United States,USA,2019,337790069.0,18540552700117.0,5235.912,15.5,-2.338,799.062,244.477,6360.787,18.831,410278.562,14.118
United States,USA,2020,339436156.0,18027359681343.0,4689.954,13.817,-10.427,761.174,241.329,5758.456,16.965,414968.5,13.34
United States,USA,2021,340161438.0,19099378164000.0,5020.111,14.758,7.04,789.44,244.912,6131.129,18.024,419988.625,13.617
United States,USA,2022,341534041.0,19493170182843.0,5055.403,14.802,0.703,801.907,241.442,6201.504,18.158,425044.062,13.471
United States,USA,2023,343477330.0,,4918.407,14.319,-2.71,819.061,239.774,6078.455,17.697,429962.469,12.911
